vin,car_make,car_year,car_color,value,state
1D7RW3GK0AS963541,GMC,1996,Yellow,69135.92,Pennsylvania
1FMJK1H51DE163021,Mazda,2009,Puce,24113.61,North Carolina
WA1CGAFE7BD805839,Dodge,2002,Goldenrod,52724.83,Texas
19UYA426X3A882982,Audi,2009,Khaki,45080.99,Florida
JTDZN3EU5FJ288154,Toyota,2008,Puce,78034.79,Texas
SCBZB25E61C279605,Chevrolet,1994,Blue,76732.81,Tennessee
SCBZK25E12C901545,Mercedes-Benz,1991,Purple,74469.83,California
1GYUKFEJ5AR602030,Hyundai,1995,Mauv,38946.15,New York
WBSBL93414J723285,Mercedes-Benz,2011,Turquoise,44545.94,Texas
5GADT13S072219682,Mercedes-Benz,1992,Mauv,32878.68,South Carolina
4T3BA3BB3DU488996,Jeep,2004,Goldenrod,44684.06,California
WBAUP9C59AV235359,Jeep,2012,Violet,79231.78,Iowa
3MZBM1U70EM576862,Mercedes-Benz,1990,Teal,73835.59,Pennsylvania
1GYS4AEF3DR545511,Land Rover,2002,Orange,37455.09,District of Columbia
WBAPK5C57AA359741,Subaru,1986,Aquamarine,53522.65,Minnesota
2C4JRGAG5DR548313,Chevrolet,1968,Indigo,51865.75,Maryland
2C4RDGAG9CR434170,Dodge,1997,Maroon,20109.69,California
JN1CV6AP9AM013386,Acura,2002,Violet,77435.44,Colorado
3C6TD4KT4CG338749,Isuzu,2003,Maroon,38993.30,District of Columbia
WBA3N3C53EF247764,Ford,1987,Red,30476.31,Texas
1C4RDJDG5FC265710,Mazda,2002,Blue,24797.81,Kansas
1N6AA0ED9FN246972,Volvo,2010,Yellow,56799.82,Oklahoma
3D7TP2CT9BG868058,Hyundai,1999,Fuscia,67833.33,Kentucky
SCBLC37F06C789146,Porsche,2006,Blue,20926.72,California
2LMDJ6JK1BB674256,Mazda,1999,Red,33047.19,Indiana
2C3CCAJG0DH017019,Honda,1992,Yellow,77474.63,Ohio
SAJWA4GC4EM494430,Ford,1988,Goldenrod,33713.09,Tennessee
1FTNF2A51AE303056,Ford,2005,Turquoise,63630.49,New York
5N1BA0NC4FN700586,BMW,1995,Fuscia,30656.54,Michigan
WAUBH78E18A516235,Aptera,2009,Maroon,34426.93,Illinois
5FRYD3H66FB868823,Mercedes-Benz,1991,Maroon,43556.51,Washington
WBSBR93463P355714,Dodge,1999,Red,23650.22,Ohio
1N6BF0KL5FN944786,Porsche,1995,Goldenrod,45888.49,California
WBSDE93422C367076,Mitsubishi,2005,Mauv,78433.86,Texas
1N4AL2EP9DC808144,Ford,2006,Green,20341.12,Michigan
JTHFE2C28E2476219,Saab,1999,Goldenrod,63985.62,South Carolina
WBA5B1C51ED307493,Dodge,1992,Khaki,70293.58,Maryland
JN8AS5MT4BW818027,GMC,2005,Blue,20454.73,Tennessee
1FMEU8FE1AU979462,Audi,2005,Blue,68415.72,California
1N6BF0KLXFN419299,Ford,1988,Purple,44684.25,Missouri
1N6AF0KY3EN514468,Pontiac,1984,Pink,27665.57,New York
JTEBU5JR3C5521059,Volkswagen,1993,Purple,44682.53,Georgia
1C3CDFBB0ED153971,Mitsubishi,1986,Teal,23111.09,Illinois
WDDHF5KB8EA588928,Dodge,2005,Yellow,59035.53,California
YV4852CZ6A1940161,Chevrolet,2010,Yellow,42489.96,South Carolina
1G4CW54K144059170,Toyota,2000,Pink,67829.98,Virginia
1C3CC4FB2AN970414,Chevrolet,1994,Teal,23552.74,California
WBA3N3C51FF324326,Chevrolet,2002,Violet,54649.06,Virginia
KMHTC6AD3DU131233,GMC,2007,Crimson,62945.24,California
2G4GL5EX1E9007122,GMC,2011,Crimson,72456.94,Alabama
5GAER13D99J096705,Mazda,2006,Yellow,53849.58,Alabama
2C3CCAHG4CH380086,Ford,1987,Indigo,28992.37,South Carolina
1N4AB7AP7DN762386,Chevrolet,1997,Red,40291.10,New York
1D7CE3GK0AS291053,BMW,2005,Mauv,48776.09,Missouri
3D73M4EL2BG860742,GMC,1999,Pink,44853.09,Kansas
YV1902FH3D2473816,Toyota,1998,Crimson,57704.75,Illinois
2C3CDXJG2CH535678,Volkswagen,1986,Green,69872.83,Virginia
4JGDA0EB5FA158079,Lexus,2008,Mauv,72717.73,Texas
JTDKDTB37D1587416,Dodge,1998,Maroon,68311.08,New York
1GD02ZCG6CZ536986,Hyundai,2008,Goldenrod,64520.53,California
3GYEK63N02G723432,Lotus,2001,Mauv,22483.90,Indiana
3D73M3CL6BG430497,Buick,1998,Mauv,77812.32,California
WAURVAFA5AN681949,Volkswagen,2011,Indigo,76189.58,Indiana
1FTNX2A5XAE850212,Infiniti,2004,Fuscia,52926.47,Michigan
4A4AP3AU5EE845836,Volkswagen,2003,Turquoise,77501.00,California
1GTN1UEH0FZ347809,Saturn,1999,Green,59967.27,California
2C3CA6CT7BH803152,Nissan,2000,Blue,71747.26,Texas
5LMJJ2H58CE815480,BMW,2013,Khaki,65437.82,Missouri
WBAVB73517P845437,Mitsubishi,1997,Blue,22622.54,Florida
1GYFC668X8R504929,Lotus,1991,Orange,64612.92,Pennsylvania
WBAEH73444B755522,Nissan,2010,Blue,61626.66,California
SCFEBBBK2BG592491,Chevrolet,1960,Green,70524.44,Ohio
4T1BF1FK0EU190478,Suzuki,1995,Teal,26050.96,Washington
2C3CDXJG0CH807287,Lexus,1999,Blue,22764.03,Texas
WVGAV7AX5FW118993,Ford,1996,Red,47461.65,Maryland
5LMJJ3J55DE743347,Maybach,2005,Violet,46015.13,West Virginia
WAUAKAFB6BN866852,Saturn,2009,Goldenrod,62529.92,Florida
KNDJN2A24E7451626,Geo,1997,Violet,76835.65,Ohio
WBAWC33558P426230,Cadillac,2009,Khaki,77375.41,California
WAUBFAFL8FA233560,Acura,2012,Indigo,66720.63,California
3C6TD4HT6CG926305,Lotus,2001,Goldenrod,78546.90,Pennsylvania
3LN6L2LU0DR350712,Isuzu,1993,Orange,70366.23,Iowa
WAUVFAFH0CN067807,Cadillac,2012,Goldenrod,55076.08,Virginia
3N1AB6AP7AL683027,GMC,1992,Khaki,72767.67,District of Columbia
WAUVVAFR4AA528359,Subaru,2005,Violet,77856.91,Nevada
WAUDH78E08A898041,Chevrolet,1992,Crimson,77474.78,Ohio
2C4RDGCG5CR434275,Jeep,2007,Orange,44617.62,North Carolina
2B3CA3CVXAH208243,Ford,2007,Red,45558.19,California
5UXZV4C56BL863201,Buick,2007,Green,65137.45,Kentucky
WAUJT68EX2A185411,Lexus,1998,Fuscia,77973.65,Colorado
WA1EV74L88D645689,BMW,1998,Turquoise,35513.47,Missouri
WAUML64B12N878529,Ford,2011,Purple,21588.84,North Carolina
KNDJT2A27D7487248,Subaru,2007,Goldenrod,78302.75,Ohio
5NPEB4AC0CH332043,Chevrolet,1980,Yellow,37593.72,North Carolina
WAUEFAFL7CN558878,Volkswagen,1985,Pink,62500.46,California
WVGAV7AX7CW697108,Aptera,2010,Violet,68854.47,District of Columbia
JN1CV6FE9FM634545,Mercedes-Benz,1993,Orange,75464.92,Indiana
1GYEC63N45R806900,Audi,2008,Blue,38606.69,California
WAUXU54B72N625171,Chevrolet,1999,Yellow,29835.37,Indiana
1C3BCBEB7EN051225,Saturn,2008,Yellow,78358.35,Utah
2C4RRGAG2ER926804,Nissan,2011,Khaki,21106.25,Florida
KL4CJHSB2DB371883,Chevrolet,2003,Mauv,27794.72,Minnesota
WP0AB2A92FS035790,Ford,2007,Blue,67931.69,Texas
WAUFFAFM7CA591755,Chrysler,2000,Goldenrod,46945.56,Florida
3C63D3KL6CG223712,Audi,1986,Aquamarine,33517.08,California
1FTEX1E84AF874773,Chrysler,2010,Pink,62700.20,California
JM1NC2EF1A0062157,Volvo,2006,Aquamarine,68024.82,Florida
WAUDK78T09A466437,Audi,1996,Blue,49782.45,Texas
WAU4FBFL7AA620463,GMC,2012,Pink,22956.22,North Dakota
1FTWX3B54AE483364,Maserati,1986,Mauv,69237.62,Michigan
5N1AZ2MG8FN249277,Pontiac,1964,Indigo,33885.33,Texas
1N6AD0CU6FN777489,Alfa Romeo,1992,Blue,41182.59,Connecticut
1G6AH5R39F0455089,Mitsubishi,2012,Puce,61947.26,West Virginia
JN1BY1AP0FM308079,Volkswagen,1996,Aquamarine,70301.22,California
1FTEW1E87AK365660,Audi,2009,Red,57123.45,Florida
JM1GJ1T5XF1711832,Jeep,1999,Maroon,49472.22,California
5TFBY5F11BX841821,Land Rover,2012,Yellow,38087.60,Alabama
2G4WC532951105266,Volkswagen,1991,Puce,71164.52,Arizona
WAUKD78P77A229364,Jaguar,2008,Violet,41533.48,Indiana
1GD312CG9BF617228,Subaru,1999,Maroon,44964.74,Kentucky
WVWAA7AH0AV787051,BMW,2009,Violet,49112.25,Virginia
JM1NC2LFXD0254264,Lexus,2003,Orange,29315.14,Virginia
3D7TP2HT4AG652495,Chevrolet,1994,Violet,43090.68,Texas
WD3PE7DC9F5179089,Mercedes-Benz,2011,Indigo,33743.07,Kentucky
JTJBM7FX9E5230279,Toyota,1996,Violet,60136.76,California
5TDDK3DC7CS940332,Subaru,1995,Fuscia,42491.04,Kansas
ZFBCFADH0EZ895433,Dodge,1996,Crimson,61154.54,Florida
1G6ET12902B344761,Kia,2009,Mauv,48122.54,Minnesota
1GYFC43599R588841,Dodge,2011,Blue,76286.36,West Virginia
1G4GD5G31FF964205,Mercedes-Benz,1992,Goldenrod,55827.96,New York
1GD220CG1CZ452692,Buick,1985,Mauv,70881.57,Texas
1G6DX67D580864467,Land Rover,2005,Orange,72944.70,Massachusetts
1N4AB7AP4EN749998,Pontiac,1984,Pink,53917.45,Nebraska
5N1AZ2MG5FN633470,Ford,1998,Mauv,57535.31,Missouri
3N1AB7APXFL578950,Volkswagen,1994,Fuscia,22825.44,Louisiana
WA1LYAFE2AD947236,Ford,2008,Purple,70596.05,Washington
WAUPL58E25A227000,Jeep,2000,Orange,69863.84,Kansas
1G6DL67AX80956384,Toyota,2009,Goldenrod,41550.99,District of Columbia
1G6KH5EY0AU051430,Audi,2008,Crimson,72056.80,California
JTDZN3EU3EJ755182,Mitsubishi,2006,Pink,62334.41,Kentucky
1GYS3GKJ1FR716936,Porsche,2012,Khaki,78479.13,Alabama
JN8AF5MR1FT473152,GMC,1998,Orange,59007.58,Georgia
5GADV23L96D975328,Acura,2011,Green,77260.02,Florida
KNADH5A34A6329389,Ford,1996,Aquamarine,23477.78,Massachusetts
1G6AC5SX5E0452104,Dodge,2012,Mauv,22844.91,Michigan
WBALW3C50CC438912,Ford,2004,Puce,65582.77,Texas
5GALRCED1AJ581845,GMC,2007,Green,50945.07,Iowa
JN1AZ4EH5AM850090,Subaru,1994,Yellow,73480.37,Tennessee
WA1CM94L19D938955,Mitsubishi,1998,Mauv,62051.68,California
JN1BJ0HR1EM937726,GMC,1996,Khaki,35371.83,Missouri
WAUVT58E75A341601,Suzuki,2007,Turquoise,68552.92,Indiana
5TDDCRFH0FS987294,Chevrolet,2001,Puce,50125.13,Texas
2G61R5S32F9101640,GMC,2007,Aquamarine,48934.30,Pennsylvania
KMHTC6ADXFU922250,Lincoln,1998,Turquoise,71126.73,Washington
1N6AF0LY6FN262120,Saab,1986,Crimson,31952.50,New York
19UUA65676A754127,Mercury,2000,Turquoise,55387.90,Virginia
5N1AT2ML2FC264044,Mitsubishi,2006,Maroon,70284.52,South Carolina
1FMJU1F51AE615882,Mitsubishi,1999,Turquoise,69882.10,Florida
3C63D2EL4CG328965,Dodge,2008,Blue,66205.21,Ohio
WP1AE2A21DL370696,Dodge,2007,Aquamarine,63513.13,California
1GKS1KE00DR471534,Ford,2003,Turquoise,72936.08,Arizona
1GD120EG7BF700355,Lexus,2012,Maroon,27945.30,Oklahoma
WBAVD33536K793548,BMW,2004,Teal,23843.43,Ohio
WAUMFAFR4EA419169,Chrysler,1997,Pink,43189.35,Texas
1G6DG8E33E0473660,Chevrolet,2003,Fuscia,72867.19,Florida
WAUEFAFL4AN840344,Pontiac,1991,Maroon,61854.27,Tennessee
5YMGZ0C54BL018053,Mercedes-Benz,2004,Purple,44584.37,New York
WDCYC7DF1FX795006,Subaru,2005,Maroon,51334.33,Ohio
3D7TP2CT5AG008267,Chrysler,2007,Maroon,72839.53,Texas
WA1CFBFP9DA563358,Honda,1997,Purple,73763.19,California
1N6AA0CA7EN869532,Mitsubishi,1989,Crimson,39310.64,Ohio
KL4CJGSB4EB339853,Ferrari,2007,Crimson,46328.77,Texas
5UXFG8C59BL951924,Ford,1995,Red,69301.05,North Carolina
5TFBW5F19AX321578,Lotus,2008,Teal,37475.18,California
WAUPL58E64A524494,Dodge,2007,Orange,50088.30,District of Columbia
5UXWX9C54D0027465,Nissan,2011,Green,42039.82,New Jersey
WA1VGAFP0FA190276,Ford,1994,Turquoise,31011.24,Georgia
WBAPM5C56BE466560,Toyota,1993,Turquoise,72627.36,New York
YV126MFK1F1564194,Nissan,2000,Khaki,50902.27,California
2G4WS52J741357480,Ford,2011,Green,41042.35,California
1FTMF1EW9AF109801,Chrysler,2003,Maroon,78542.73,Florida
1N6AA0EK2FN371553,GMC,1997,Red,43525.60,Nevada
SAJWJ2GD2F8921627,Subaru,1993,Aquamarine,47528.86,Georgia
WAUDH98E77A298840,Chevrolet,2008,Pink,75296.31,Connecticut
5GAKRCKD2DJ989775,Toyota,2010,Teal,65934.24,Virginia
WAUKF78E48A711218,Mercury,1989,Teal,68980.44,California
WBANF335X7C844288,GMC,2006,Blue,61578.98,Utah
1G4GA5GR1FF829710,Cadillac,1995,Maroon,40215.39,Virginia
WAUGFAFC1FN213097,Volvo,2004,Goldenrod,39640.24,California
1N6AD0CU4BC400889,Isuzu,2006,Pink,70471.93,California
3GTXCYEJXAG593157,Lexus,2012,Khaki,78280.06,California
1FMJK1G50DE295110,Mercedes-Benz,2001,Mauv,42565.16,New York
1FTWX3A51AE490970,Volkswagen,1999,Blue,32242.08,Arizona
2G61R5S32E9672947,Nissan,2008,Khaki,77504.88,Texas
1G6DG577390588196,GMC,2000,Violet,39894.76,Florida
1GD22XEG8FZ679534,BMW,2011,Fuscia,60218.03,Virginia
2C4RVAAG5CR803987,Dodge,2000,Indigo,70732.31,Illinois
1G6AJ5S36F0874029,Geo,1994,Pink,70497.49,Massachusetts
SCBGR3ZA6CC868365,Chevrolet,2006,Khaki,78971.62,Florida
1FTSW3A57AE431102,Ford,2008,Pink,49912.24,Washington
19UUA66266A100487,Ford,2005,Crimson,46335.99,New York
1N6AA0ECXEN359156,Saturn,2001,Maroon,57268.73,California
SCBGT3ZA3DC004702,Ford,2010,Goldenrod,27802.60,Texas
WAUGU44D82N093750,Jeep,1998,Fuscia,29131.62,Illinois
1GYS4LKJXFR718299,Mercedes-Benz,2011,Turquoise,57924.96,California
1FBNE3BL9BD156776,Pontiac,1966,Pink,54474.09,Michigan
WAUAF98E26A874096,Toyota,1994,Yellow,48070.08,Massachusetts
3GTU2YEJ1CG921719,Hummer,1999,Yellow,40158.70,Illinois
WAUMFAFL2DN290061,Jaguar,2002,Yellow,41435.24,Florida
5N1AZ2MHXFN932977,Toyota,2010,Goldenrod,46087.58,Iowa
1C4AJWAG4EL901443,Audi,2012,Teal,63285.61,District of Columbia
2G4GS5EC3B9833451,Pontiac,2004,Fuscia,37992.77,Oklahoma
KMHGH4JF5BU865930,Ford,2002,Red,47933.52,Missouri
WAUDK78T08A051424,Suzuki,1996,Puce,50153.62,California
KNAGM4AD1C5373886,Honda,2005,Red,69997.65,New York
SCFAD01EX9G399931,Honda,2003,Blue,24566.10,New York
WDDGF4HB1CR162428,Lincoln,2007,Violet,44272.56,Colorado
4USBT33515L627038,Mercedes-Benz,1993,Orange,21048.78,Florida
3C63DPJL0CG829029,Ford,2006,Violet,66205.28,Georgia
YV1672MC9AJ475643,Dodge,2004,Crimson,68813.09,Florida
WBAPK5C59BA645883,Jensen,1967,Purple,52875.89,Texas
1FTNX2A51AE576351,Daewoo,1999,Orange,69430.28,Florida
YV1852AR6A1419201,Audi,1985,Teal,34780.43,South Carolina
5BZBF0AA6FN511240,Ford,2005,Purple,41263.47,Washington
1N4AA5AP5EC942678,Chevrolet,1993,Indigo,54134.29,Texas
WAUHF78P46A148678,Chevrolet,2005,Khaki,44520.76,Alaska
WAUAF78E36A537893,Acura,2012,Teal,51883.70,Oklahoma
JTDJTUD35DD203312,Jeep,2011,Maroon,51219.57,Alaska
4USCN53452L418625,MINI,2011,Goldenrod,52369.80,Colorado
KMHTC6AD4DU006113,Ford,2004,Yellow,63908.97,Florida
KMHCM3AC9BU677695,Volkswagen,1993,Green,25500.63,District of Columbia
3C63D3FL6CG261919,Ford,2000,Purple,58419.22,Ohio
WBAPM7G58AN010984,GMC,1998,Pink,62873.60,Texas
1G6AJ5SX1F0269256,Mercedes-Benz,1992,Aquamarine,55866.01,District of Columbia
KNDMG4C77E6922203,GMC,2011,Violet,31403.94,Florida
1GD21ZCG7DZ112665,Saab,2005,Yellow,29507.35,Michigan
WAUFMBFC8EN943739,Mitsubishi,2012,Puce,52279.80,Arizona
5N1AL0MM6EC529883,Chevrolet,2009,Yellow,77513.27,Florida
3VW4A7AT1DM087312,Mitsubishi,1995,Turquoise,51303.16,West Virginia
WAUFFAFL4BA657197,Lotus,2011,Green,41232.73,Ohio
1GYEE53A190839025,Ford,2007,Fuscia,32072.28,Kansas
1FMHK7B87BG412220,Pontiac,1990,Teal,29878.38,Indiana
JA4AP3AU0BZ509095,Isuzu,2000,Fuscia,30835.48,New Jersey
1G6DC67A880839368,Subaru,2005,Mauv,29719.61,California
3VW517AT0FM494254,Subaru,2007,Green,38555.86,Florida
WAUKF78E27A791567,Mitsubishi,1990,Mauv,37724.88,Minnesota
SAJWA4DC0BM383633,Toyota,1995,Mauv,77752.00,Tennessee
JN8AF5MR6BT350201,Chevrolet,1999,Pink,65990.63,California
JTDKDTB39E1101738,Audi,2002,Fuscia,43152.03,Nevada
1VWAS7A31FC513598,Chevrolet,1958,Yellow,51239.43,Ohio
5FNYF3H25BB256292,Ford,2010,Pink,46843.80,California
JM1DE1KY1C0652934,Volvo,1999,Maroon,34299.75,Ohio
WBAYE8C51ED935986,Ford,2006,Blue,54094.15,Colorado
1G6DG8E52C0246393,Lotus,1992,Puce,67173.37,Florida
19UUA66286A649012,Hyundai,1996,Teal,70725.39,North Carolina
3GYFNAE38FS758863,Mazda,1992,Turquoise,35507.76,Colorado
3N6CM0KN0DK026569,Ford,1986,Fuscia,51925.75,California
5GADV231X7D225694,Chevrolet,1997,Indigo,21432.11,Texas
1FTEW1C85AK171051,BMW,2001,Indigo,76818.62,Nevada
WAUKC68D91A031234,BMW,1989,Indigo,40140.66,Colorado
19UUA65594A174902,Volvo,1994,Pink,43442.05,Texas
19UUA9E52CA340659,Mercedes-Benz,1998,Orange,40016.22,Florida
JTEBU5JR6F5647257,Oldsmobile,1997,Indigo,41205.92,Tennessee
2C3CDXEJ5DH386108,Volvo,2004,Pink,54382.89,Wisconsin
1GD21ZCG5BZ260875,Lexus,2004,Puce,39072.19,Indiana
1N6AA0CC4AN396992,Lincoln,2007,Violet,62725.02,Louisiana
4T3BA3BB4CU827750,Hyundai,2006,Maroon,74620.30,Colorado
1G6DK67V090460243,Lexus,1993,Indigo,69683.59,Kansas
WDDEJ9EB2DA035212,Toyota,2005,Violet,49031.32,Virginia
WBSBL93414J505573,Mercedes-Benz,1996,Yellow,30345.06,Mississippi
SCBZK25E63C106055,Merkur,1985,Indigo,32129.99,California
WAUDH98E57A115175,Nissan,2012,Teal,26804.57,Alabama
YV126MEC4F1560036,Chevrolet,2000,Puce,45562.86,Texas
2C3CCAFJ8DH840818,Audi,2009,Yellow,26677.87,Kansas
KNAGM4AD5B5639604,Pontiac,1992,Purple,73270.39,Louisiana
1GYFK53279R606302,Volkswagen,1985,Orange,67851.65,California
WAUWFAFR8CA349407,Studebaker,1963,Crimson,71794.88,California
SALSF2D48DA909032,Mitsubishi,2005,Pink,58450.83,Florida
WAUCF78KX9N725418,Infiniti,2012,Red,53600.98,Missouri
1FTEW1C88FK399780,Volkswagen,1998,Fuscia,66299.47,Missouri
1G6KY54932U483294,Land Rover,2012,Teal,30918.01,Alabama
WA1LFBFP8CA687202,Infiniti,1996,Maroon,53581.37,West Virginia
WAUVT68E82A437173,Volkswagen,2012,Puce,25744.04,Pennsylvania
1G6KD57Y82U657438,Ford,2012,Fuscia,76727.49,Texas
1GYFK13249R607481,Ferrari,2010,Pink,78904.53,Utah
SCFAD01A08G763110,Honda,2005,Indigo,22154.78,Georgia
3VWKZ7AJ9BM767373,Isuzu,2006,Green,46067.46,Texas
3D73Y3HLXBG384704,Mercury,1970,Crimson,43696.63,Texas
KL4CJGSB8FB553178,Bentley,2008,Orange,24450.66,South Carolina
1G4GD5EG3AF543973,Toyota,2002,Khaki,28719.21,Michigan
KNAFX5A80F5344055,Subaru,1990,Red,51193.41,California
5LMJJ2JT4FE450955,Mercedes-Benz,2001,Blue,52692.58,Alabama
1GYEK63N14R240440,Chevrolet,2010,Crimson,69070.74,Alabama
WAUWGAFB5AN070423,Pontiac,1998,Maroon,27260.71,Virginia
2C3CCAPT9CH491800,Bentley,2009,Green,24204.96,Indiana
JHMZE2H70ES880469,Chevrolet,2011,Goldenrod,44722.56,Texas
WAUCFAFR3FA332778,Ford,1998,Turquoise,72123.50,Arizona
1D4RE4GG7BC588955,Dodge,2010,Purple,30897.47,Colorado
2G4WD532251439636,Chevrolet,2010,Yellow,69237.39,Florida
JH4CL96974C105457,Honda,2003,Puce,38443.22,Michigan
KMHTC6ADXEU679361,GMC,1998,Goldenrod,68255.82,Texas
WAUVT58E83A195321,Buick,1992,Teal,53720.64,Ohio
19UUA56663A082923,Saab,1989,Blue,67379.71,Ohio
WBALX5C53CC543081,Pontiac,1997,Puce,70597.79,Georgia
2G4WD552361012710,Audi,2001,Mauv,70507.77,New York
1GTC5MF98B8846442,Toyota,2002,Goldenrod,39240.23,Florida
1VWAH7A3XDC568157,Toyota,2012,Yellow,49041.08,Texas
WAUGFAFR0AA712137,Chrysler,1995,Crimson,79514.58,Michigan
WA1DMAFPXEA793061,Ford,1999,Turquoise,54814.85,Texas
WBASN4C57AC312046,Lincoln,2009,Puce,56834.64,Texas
3C3CFFER4FT273366,Dodge,1999,Fuscia,40072.46,New York
3VW1K7AJ4DM710307,Buick,1998,Orange,25464.70,South Carolina
YV440MBKXF1272935,Toyota,2001,Mauv,34609.33,Arizona
1G6DB1ED8B0999129,Volkswagen,2003,Orange,21197.49,Washington
5YMGY0C59BL907224,Mazda,2010,Indigo,56815.59,Massachusetts
WAUML44D62N752348,Chevrolet,1997,Khaki,48516.20,Nebraska
1G4GD5G3XEF272975,Ford,1987,Crimson,29002.25,Texas
WVWAA7AH3BV832954,Volvo,2008,Indigo,40375.74,Texas
WVGEF9BP6FD484949,Mitsubishi,1999,Purple,34473.67,Utah
2T1BU4EE5CC367141,Pontiac,1996,Mauv,58440.05,Texas
2C3CCAAG1EH382102,Oldsmobile,1996,Orange,46452.77,California
1N6BF0KL5FN527376,Hyundai,2007,Maroon,69581.95,Massachusetts
2C3CA4CG1BH546335,Mercedes-Benz,2010,Mauv,46963.47,Indiana
WAUKG78EX6A716983,Land Rover,1997,Aquamarine,39624.71,Alabama
WAUMGAFL9AA170564,MINI,2004,Aquamarine,21247.76,Florida
WAUJC68E14A012251,GMC,2012,Teal,39249.61,Louisiana
WP1AE2A2XBL041475,Pontiac,2004,Aquamarine,34798.73,Oklahoma
WUARU78E17N750009,Lexus,2009,Aquamarine,67168.05,North Carolina
5UXFB53546L207067,Hyundai,2004,Fuscia,73109.95,Pennsylvania
WAULT58E82A200202,GMC,1999,Goldenrod,76147.87,Delaware
3C4PDDGG8ET884132,Jeep,2011,Green,44129.99,Maryland
4T1BF1FK2EU958414,Chevrolet,1995,Mauv,54542.50,North Carolina
1G6KD57Y99U199967,Lotus,1992,Indigo,24231.98,Indiana
WBAEV33464P182904,Chevrolet,1999,Orange,30438.17,Oklahoma
WAUDG74F09N273697,Chrysler,1993,Crimson,70083.73,Georgia
JHMGE8G26AS072069,BMW,2005,Fuscia,44340.78,Ohio
5N1AR1NB5CC118716,Saab,1989,Red,33649.23,Alabama
KMHGH4JH5FU913689,Volvo,2012,Red,62100.96,New York
JN1BJ0HR6FM755005,Mitsubishi,1998,Orange,31826.09,Kansas
2T1KE4EE1BC180510,BMW,2004,Orange,29850.04,Arkansas
TRUDD38JX81604509,Mercedes-Benz,2007,Puce,30250.96,California
WAUVFAFH6BN649487,Volkswagen,2012,Yellow,59267.18,Colorado
TRUUT28N451784923,Ford,1986,Blue,79444.08,Florida
1G6AB5RX9E0997649,Ford,1989,Purple,65583.76,Kansas
WAUHF98P68A676382,GMC,2001,Aquamarine,38838.21,Delaware
WAUSF98K79N636168,Saab,2008,Violet,72023.89,California
WA1LFAFP4BA002170,Chevrolet,2002,Blue,46139.77,New York
JH4CL95968C763696,Buick,2000,Maroon,70715.22,Tennessee
1GD322CG6EF626115,Mitsubishi,2012,Pink,36287.78,South Carolina
1G6AY5SX9F0445465,Pontiac,1986,Maroon,50692.68,Iowa
SCFBF04B57G541325,Infiniti,1994,Turquoise,39215.22,Texas
WBAKE3C5XCE900234,Honda,2005,Puce,56762.39,Iowa
1G4HB5EM4AU809741,Saturn,2004,Teal,77084.07,New Mexico
SCBZB25E32C260253,Isuzu,2007,Puce,24972.41,Louisiana
JN1AZ4EH4EM260582,Lotus,2007,Puce,60454.60,New York
WAUCFAFR6BA869574,Volkswagen,1996,Yellow,51054.26,Colorado
5GAKRBKD5FJ073248,Volkswagen,2006,Khaki,50332.77,New York
SCFFDCBD8AG709155,GMC,2001,Turquoise,44271.58,Texas
JTHFE2C20F2692874,Lotus,1991,Indigo,70381.50,Washington
JN1CV6EK6EM577162,Mercedes-Benz,2010,Orange,20297.92,Michigan
1G6DV5EP3E0344504,Chevrolet,2002,Purple,36490.80,Wisconsin
WDDGF4HB0EG798949,Chevrolet,1972,Blue,62239.09,Nebraska
JM1NC2EF3A0056635,Chevrolet,2006,Purple,26246.33,California
JTJBC1BA9B2846398,Mazda,1990,Yellow,48642.31,Louisiana
1G4HJ5EM5AU213685,Lincoln,1999,Turquoise,46128.04,California
WBA3R5C58EF167313,Toyota,1993,Pink,31770.16,Texas
1G6DF577490835177,Chevrolet,2006,Blue,78793.48,Florida
2HKRM3H34DH442543,Ferrari,2006,Aquamarine,47236.34,Nevada
JH4CL95834C821166,GMC,2005,Fuscia,32593.25,California
WAURV78T99A052487,Porsche,2010,Turquoise,45862.39,Illinois
2HNYD186X1H946944,GMC,2012,Goldenrod,48585.23,Arkansas
WBABD53406P057675,Bentley,2009,Turquoise,29416.22,Arkansas
JH4DC53813S037878,Chevrolet,1993,Violet,60185.54,Oregon
WBA3B3C55EJ214027,Jaguar,2009,Purple,57793.64,Virginia
WBAVA33567P652616,Porsche,2006,Violet,21443.77,Texas
WVGAV7AX0CW219354,Hyundai,2003,Violet,50225.09,Maryland
1G6AA5RA4D0681833,Pontiac,1993,Green,51256.69,North Carolina
WAURGAFD4EN564454,Buick,1991,Yellow,54098.98,California
WAUVT68E92A523365,Volkswagen,1985,Orange,62112.38,Delaware
WAULC68EX5A008807,Maserati,1991,Purple,59052.76,California
WA1CFBFP4DA828462,Jeep,2005,Purple,54902.68,California
WDDGF4HB6CR599566,Oldsmobile,1993,Aquamarine,66612.88,Idaho
WAUEL74F26N208541,Lincoln,1986,Khaki,74087.31,Colorado
1N6AF0KX4EN868443,Buick,1993,Pink,53929.00,Texas
SCBDR33W08C897147,Volkswagen,1985,Fuscia,63483.83,District of Columbia
JM3TB2MA4A0982226,Subaru,1991,Crimson,20909.58,Florida
5XXGM4A73CG247022,Nissan,1996,Mauv,79085.58,North Carolina
