id,gender,school,state
55885,Male,Graduate school,Maine
55886,Male,Corporate university,California
55887,Male,High school,Hawaii
55888,Female,Middle school,Washington
55889,Male,Public university,Idaho
55890,Female,Gymnasium,Oklahoma
55891,Male,High school,Mississippi
55892,Male,University-preparatory school,Nebraska
55893,Male,Technical college,Texas
55894,Female,University college,Maryland
55895,Female,Junior college,Alaska
55896,Male,Graduate school,Massachussets
55897,Male,Corporate university,Washington
55898,Female,University-preparatory school,Ohio
55899,Female,Technical college,South Dakota
55900,Female,High school,Hawaii
55901,Male,University-preparatory school,New Mexico
55902,Female,Technical college,Arkansas
55903,Female,Junior college,Michigan
55904,Female,Technical college,Delaware
55905,Female,Gymnasium,Rhode Island
55906,Male,Graduate school,Connecticut
55907,Male,Middle school,West Virginia
55908,Female,Public university,Oregon
55909,Male,University-preparatory school,Minnesota
55910,Female,Graduate school,Michigan
55911,Male,Gymnasium,Pennsylvania
55912,Male,University-preparatory school,New York
55913,Male,High school,Maryland
55914,Male,Technical college,Virginia
55915,Male,Junior college,Vermont
55916,Male,Public university,Michigan
55917,Female,Middle school,Colorado
55918,Female,Gymnasium,Maine
55919,Female,Public university,Maine
55920,Female,Technical college,California
55921,Female,Corporate university,Montana
55922,Female,University-preparatory school,Rhode Island
55923,Male,Corporate university,South Dakota
55924,Female,University-preparatory school,Nebraska
55925,Female,Junior college,Delaware
55926,Male,Technical college,South Dakota
55927,Male,High school,Delaware
55928,Female,University college,Florida
55929,Female,Technical college,Rhode Island
55930,Male,Public university,Virginia
55931,Female,High school,Wyoming
55932,Female,Corporate university,Idaho
55933,Male,Public university,Delaware
55934,Male,University college,Rhode Island
55935,Male,Corporate university,Pennsylvania
55936,Male,Graduate school,Hawaii
55937,Male,Middle school,Maryland
55938,Female,High school,Alaska
55939,Male,Technical college,Michigan
55940,Male,Corporate university,Alaska
55941,Male,Junior college,Arkansas
55942,Male,Corporate university,Arkansas
55943,Female,Middle school,Kansas
55944,Female,Gymnasium,Ohio
55945,Male,Public university,West Virginia
55946,Male,Corporate university,Colorado
55947,Female,High school,Wisconsin
55948,Male,Middle school,North Dakota
55949,Male,Middle school,Indiana
55950,Male,Public university,New Mexico
55951,Female,University college,Vermont
55952,Male,Gymnasium,Maryland
55953,Female,Technical college,Delaware
55954,Female,Public university,Ohio
55955,Male,Junior college,Utah
55956,Female,Gymnasium,Massachussets
55957,Female,Public university,California
55958,Male,Corporate university,New York
55959,Male,Gymnasium,Mississippi
55960,Male,High school,Nevada
55961,Female,Gymnasium,Connecticut
55962,Male,Public university,California
55963,Male,Middle school,Texas
55964,Male,Technical college,Massachussets
55965,Male,Graduate school,Tennessee
55966,Male,Corporate university,Maine
55967,Female,Graduate school,South Dakota
55968,Male,Junior college,New Jersey
55969,Female,Junior college,Connecticut
55970,Male,Gymnasium,New York
55971,Male,Public university,South Dakota
55972,Female,Gymnasium,Connecticut
55973,Male,University-preparatory school,Connecticut
55974,Male,Public university,Virginia
55975,Female,University college,Texas
55976,Female,Gymnasium,Maine
55977,Female,Technical college,Alaska
55978,Male,Public university,Arizona
55979,Male,University college,Arizona
55980,Male,Graduate school,Colorado
55981,Female,Middle school,South Carolina
55982,Male,University college,North Dakota
55983,Male,Graduate school,Texas
55984,Female,Technical college,Kansas
55985,Female,Middle school,Iowa
55986,Female,Gymnasium,West Virginia
55987,Male,University-preparatory school,Washington
55988,Female,Gymnasium,Mississippi
55989,Female,Technical college,Iowa
55990,Male,University college,Mississippi
55991,Male,University-preparatory school,Nevada
55992,Female,High school,Indiana
55993,Female,Middle school,New York
55994,Male,University college,Vermont
55995,Male,Junior college,Alaska
55996,Male,Middle school,Oklahoma
55997,Male,Junior college,Hawaii
55998,Female,Technical college,California
55999,Male,Corporate university,California
56000,Female,Gymnasium,Maryland
56001,Female,Public university,Georgia
56002,Female,Middle school,Colorado
56003,Female,Gymnasium,Wisconsin
56004,Female,University college,Illinois
56005,Male,University college,Wyoming
56006,Female,Corporate university,Illinois
56007,Male,University college,Massachussets
56008,Female,University-preparatory school,Michigan
56009,Male,High school,Nebraska
56010,Male,High school,Indiana
56011,Male,Gymnasium,Montana
56012,Male,University-preparatory school,Delaware
56013,Male,University-preparatory school,Vermont
56014,Male,Gymnasium,Oregon
56015,Male,Corporate university,Mississippi
56016,Female,Middle school,Virginia
56017,Female,High school,Delaware
56018,Female,University college,Alaska
56019,Female,Junior college,Nevada
56020,Female,Gymnasium,Michigan
56021,Male,University-preparatory school,South Dakota
56022,Male,University college,South Carolina
56023,Female,Gymnasium,Virginia
56024,Male,Junior college,California
56025,Male,Corporate university,Michigan
56026,Female,University college,Tennessee
56027,Male,Middle school,North Carolina
56028,Female,Middle school,New Hampshire
56029,Male,Graduate school,Georgia
56030,Female,University college,Alabama
56031,Female,Graduate school,Florida
56032,Female,Technical college,South Carolina
56033,Male,Public university,Arizona
56034,Male,Corporate university,Arizona
56035,Female,University-preparatory school,New Hampshire
56036,Female,Technical college,Wyoming
56037,Male,Gymnasium,California
56038,Male,Technical college,Indiana
56039,Female,Junior college,Idaho
56040,Male,Public university,Ohio
56041,Female,Gymnasium,Minnesota
56042,Male,Technical college,Montana
56043,Female,Public university,California
56044,Male,Graduate school,Maryland
56045,Male,Technical college,Massachussets
56046,Female,Middle school,North Dakota
56047,Male,Public university,New York
56048,Male,Junior college,New York
56049,Female,University-preparatory school,Texas
56050,Female,University college,Montana
56051,Male,Middle school,Utah
56052,Male,Middle school,New Jersey
56053,Male,Public university,Colorado
56054,Female,Corporate university,Oregon
56055,Female,Public university,Maine
56056,Female,Graduate school,Texas
56057,Male,High school,Virginia
56058,Male,Middle school,Hawaii
56059,Male,Corporate university,Kansas
56060,Male,Gymnasium,Tennessee
56061,Female,University-preparatory school,Massachussets
56062,Female,University college,South Dakota
56063,Female,University college,South Carolina
56064,Male,Junior college,Iowa
56065,Male,Technical college,Minnesota
56066,Male,Technical college,South Dakota
56067,Female,Corporate university,Pennsylvania
56068,Male,Middle school,New Mexico
56069,Male,Corporate university,Illinois
56070,Male,Public university,Arkansas
56071,Female,Technical college,North Dakota
56072,Female,High school,South Carolina
56073,Female,University college,New Jersey
56074,Female,Public university,South Dakota
56075,Female,Middle school,Oregon
56076,Female,Technical college,Idaho
56077,Male,Corporate university,Oklahoma
56078,Female,Junior college,Colorado
56079,Male,Technical college,Alabama
56080,Male,Gymnasium,New Mexico
56081,Female,University college,Maine
56082,Female,University-preparatory school,North Carolina
56083,Male,Junior college,Minnesota
56084,Male,Technical college,Illinois
56085,Female,Junior college,Georgia
56086,Male,University-preparatory school,New Jersey
56087,Male,Middle school,Tennessee
56088,Male,High school,Maine
56089,Female,Graduate school,Arkansas
56090,Male,Middle school,Louisiana
56091,Female,University college,Texas
56092,Female,Middle school,Mississippi
56093,Female,University college,New York
56094,Female,Gymnasium,Massachussets
56095,Male,Middle school,Virginia
56096,Male,Junior college,Arkansas
56097,Female,High school,Florida
56098,Male,Junior college,New Jersey
56099,Female,Corporate university,New Hampshire
56100,Female,Technical college,Kentucky
56101,Female,Gymnasium,Connecticut
56102,Male,Graduate school,Nevada
56103,Female,Corporate university,Kansas
56104,Male,University-preparatory school,Oregon
56105,Female,Gymnasium,Washington
56106,Female,Technical college,Arkansas
56107,Female,Technical college,North Dakota
56108,Male,Graduate school,Alabama
56109,Female,Junior college,Rhode Island
56110,Female,High school,West Virginia
56111,Female,Technical college,Minnesota
56112,Male,Middle school,Nebraska
56113,Female,Graduate school,Florida
56114,Male,Middle school,Michigan
56115,Female,University-preparatory school,North Carolina
56116,Male,Technical college,Idaho
56117,Female,Gymnasium,Massachussets
56118,Male,Junior college,New Hampshire
56119,Female,University college,North Carolina
56120,Male,Corporate university,Alaska
56121,Male,University college,Pennsylvania
56122,Female,High school,North Dakota
56123,Male,Technical college,Oklahoma
56124,Female,Public university,Virginia
56125,Male,Junior college,Colorado
56126,Female,Technical college,Illinois
56127,Female,Corporate university,Massachussets
56128,Male,University college,Connecticut
56129,Female,Junior college,Rhode Island
56130,Female,Corporate university,Indiana
56131,Male,Graduate school,Florida
56132,Female,Junior college,Delaware
56133,Female,High school,New Hampshire
56134,Female,Junior college,Maryland
56135,Male,Technical college,Connecticut
56136,Female,University-preparatory school,Kentucky
56137,Male,University college,Maryland
56138,Female,Graduate school,Texas
56139,Female,Junior college,California
56140,Male,Public university,Montana
56141,Female,Junior college,Tennessee
56142,Male,High school,Missouri
56143,Female,University-preparatory school,Indiana
56144,Male,Public university,Maryland
56145,Female,Corporate university,Nebraska
56146,Female,Gymnasium,Indiana
56147,Female,Public university,Alaska
56148,Male,University college,West Virginia
56149,Male,Corporate university,Maryland
56150,Male,Gymnasium,Arizona
56151,Female,Junior college,Indiana
56152,Male,High school,Arkansas
56153,Male,Junior college,Vermont
56154,Female,University college,New Mexico
56155,Female,Technical college,New Jersey
56156,Male,University-preparatory school,Michigan
56157,Male,University college,North Carolina
56158,Male,High school,Connecticut
56159,Female,Technical college,South Dakota
56160,Female,University college,New Hampshire
56161,Female,Technical college,New Mexico
56162,Female,Gymnasium,Delaware
56163,Male,Junior college,Ohio
56164,Female,Corporate university,Georgia
56165,Male,Corporate university,California
56166,Female,Graduate school,Arizona
56167,Female,Corporate university,Louisiana
56168,Male,High school,New Jersey
56169,Male,Middle school,Iowa
56170,Female,Technical college,Michigan
56171,Male,High school,Oregon
56172,Female,Middle school,Michigan
56173,Female,Corporate university,Arkansas
56174,Male,Public university,West Virginia
56175,Female,Technical college,New Mexico
56176,Male,Technical college,Arizona
56177,Male,Corporate university,Nebraska
56178,Male,Gymnasium,Wisconsin
56179,Male,University-preparatory school,New Jersey
56180,Male,Public university,New York
56181,Female,Gymnasium,Illinois
56182,Female,University college,Michigan
56183,Male,High school,Pennsylvania
56184,Male,Gymnasium,Arizona
56185,Female,Middle school,Utah
56186,Female,Technical college,Pennsylvania
56187,Female,University college,Louisiana
56188,Male,Technical college,New Mexico
56189,Male,University-preparatory school,Missouri
56190,Female,University college,North Dakota
56191,Female,Middle school,Louisiana
56192,Male,Technical college,Connecticut
56193,Male,University-preparatory school,Pennsylvania
56194,Female,Corporate university,California
56195,Male,High school,Kansas
56196,Female,Public university,Minnesota
56197,Male,Corporate university,Nebraska
56198,Male,University college,Missouri
56199,Male,Public university,Nevada
56200,Male,Corporate university,Vermont
56201,Male,Junior college,Washington
56202,Female,Technical college,Montana
56203,Female,University-preparatory school,New Hampshire
56204,Female,Public university,Ohio
56205,Male,Gymnasium,West Virginia
56206,Male,University-preparatory school,South Carolina
56207,Male,Junior college,Alaska
56208,Female,Graduate school,Maine
56209,Female,Corporate university,Alaska
56210,Female,Technical college,Georgia
56211,Female,University-preparatory school,Minnesota
56212,Female,Public university,Ohio
56213,Male,Gymnasium,Kentucky
56214,Female,Gymnasium,Iowa
56215,Male,Gymnasium,Rhode Island
56216,Female,Junior college,New Hampshire
56217,Male,University-preparatory school,North Carolina
56218,Male,University-preparatory school,Pennsylvania
56219,Female,Junior college,Virginia
56220,Female,University college,New Mexico
56221,Male,Corporate university,Utah
56222,Female,Graduate school,Nebraska
56223,Female,Gymnasium,Minnesota
56224,Female,Junior college,Utah
56225,Male,University college,Utah
56226,Male,Technical college,North Carolina
56227,Male,Technical college,North Dakota
56228,Female,University college,Florida
56229,Female,Middle school,Missouri
56230,Male,Public university,New Mexico
56231,Male,Public university,Illinois
56232,Male,Public university,Rhode Island
56233,Male,Technical college,North Dakota
56234,Male,Corporate university,North Carolina
56235,Male,University college,Mississippi
56236,Female,Middle school,North Carolina
56237,Male,Gymnasium,Pennsylvania
56238,Male,Middle school,Texas
56239,Female,Middle school,Connecticut
56240,Female,Corporate university,North Carolina
56241,Female,University-preparatory school,Rhode Island
56242,Male,Technical college,Connecticut
56243,Male,University-preparatory school,New Jersey
56244,Male,Junior college,Montana
56245,Female,Graduate school,Florida
56246,Male,Corporate university,Wisconsin
56247,Female,Gymnasium,Rhode Island
56248,Male,Public university,Connecticut
56249,Female,Graduate school,Oklahoma
56250,Female,University-preparatory school,Alaska
56251,Female,Gymnasium,Connecticut
56252,Male,University-preparatory school,Kansas
56253,Female,University college,New York
56254,Male,Middle school,Kentucky
56255,Male,Public university,New Mexico
56256,Female,Gymnasium,Alabama
56257,Male,Graduate school,Georgia
56258,Male,Middle school,Mississippi
56259,Female,Technical college,Indiana
56260,Female,Public university,Nebraska
56261,Male,Graduate school,Vermont
56262,Female,Corporate university,Illinois
56263,Female,Corporate university,Oklahoma
56264,Female,Gymnasium,Utah
56265,Male,University college,Rhode Island
56266,Male,Gymnasium,West Virginia
56267,Female,Gymnasium,New York
56268,Female,High school,Nebraska
56269,Female,Public university,New Mexico
56270,Female,Gymnasium,Washington
56271,Male,University college,Ohio
56272,Female,Gymnasium,Nebraska
56273,Female,High school,Idaho
56274,Male,Corporate university,Indiana
56275,Male,University-preparatory school,Minnesota
56276,Female,University college,New York
56277,Male,Corporate university,North Dakota
56278,Male,Junior college,New Hampshire
56279,Female,Graduate school,Minnesota
56280,Female,High school,Minnesota
56281,Female,High school,Idaho
56282,Male,Gymnasium,Wisconsin
56283,Female,Gymnasium,Delaware
56284,Male,Technical college,Tennessee
56285,Female,Middle school,Iowa
56286,Male,University college,Kansas
56287,Male,Junior college,South Dakota
56288,Male,High school,Oklahoma
56289,Female,Graduate school,Tennessee
56290,Male,Technical college,Alaska
56291,Male,Public university,Idaho
56292,Female,Corporate university,South Carolina
56293,Female,Gymnasium,Massachussets
56294,Female,Technical college,Kentucky
56295,Male,Graduate school,Maryland
56296,Female,High school,Utah
56297,Male,Gymnasium,Louisiana
56298,Male,Middle school,Nebraska
56299,Female,Junior college,Illinois
56300,Female,Graduate school,North Carolina
56301,Male,High school,Kansas
56302,Male,Graduate school,Arizona
56303,Female,Graduate school,Indiana
56304,Female,Public university,Indiana
56305,Female,University college,Minnesota
56306,Male,Technical college,Minnesota
56307,Female,High school,Maryland
56308,Male,Graduate school,Kansas
56309,Male,Public university,Ohio
56310,Female,Corporate university,Hawaii
56311,Male,University-preparatory school,New Jersey
56312,Male,High school,Alabama
56313,Female,High school,Georgia
56314,Female,University-preparatory school,Connecticut
56315,Female,University-preparatory school,Texas
56316,Male,Corporate university,Utah
56317,Female,Graduate school,Virginia
56318,Female,Technical college,Georgia
56319,Male,University college,North Dakota
56320,Male,Graduate school,Wyoming
56321,Male,Public university,Nevada
56322,Female,High school,Vermont
56323,Female,Technical college,Rhode Island
56324,Female,Public university,Mississippi
56325,Female,Graduate school,New Jersey
56326,Female,Junior college,Georgia
56327,Male,Corporate university,Oklahoma
56328,Female,University college,Colorado
56329,Male,High school,Virginia
56330,Male,University-preparatory school,Hawaii
56331,Female,High school,Florida
56332,Female,University-preparatory school,Alabama
56333,Male,High school,Connecticut
56334,Female,Gymnasium,Alabama
56335,Male,Public university,Massachussets
56336,Female,High school,Massachussets
56337,Male,Junior college,Maryland
56338,Female,Graduate school,Oklahoma
56339,Male,Gymnasium,Ohio
56340,Male,Public university,Rhode Island
56341,Male,Middle school,Nevada
56342,Male,High school,Massachussets
56343,Female,Junior college,Louisiana
56344,Male,Middle school,Delaware
56345,Male,Middle school,Missouri
56346,Male,University-preparatory school,Louisiana
56347,Male,Public university,Iowa
56348,Female,Corporate university,Iowa
56349,Female,Corporate university,Nebraska
56350,Male,Middle school,North Dakota
56351,Male,Technical college,Kentucky
56352,Female,High school,North Carolina
56353,Female,High school,Oklahoma
56354,Male,Technical college,Maryland
56355,Male,Corporate university,Wyoming
56356,Female,Middle school,South Dakota
56357,Female,Gymnasium,Montana
56358,Female,Middle school,Florida
56359,Female,Technical college,Arkansas
56360,Female,Public university,Kentucky
56361,Female,Technical college,Montana
56362,Female,High school,Indiana
56363,Male,Gymnasium,Indiana
56364,Male,Gymnasium,Tennessee
56365,Male,High school,Alaska
56366,Female,Corporate university,Mississippi
56367,Female,Graduate school,Connecticut
56368,Male,University college,New Hampshire
56369,Male,University college,Arkansas
56370,Female,Gymnasium,Pennsylvania
56371,Male,Technical college,Iowa
56372,Female,Technical college,Georgia
56373,Female,Graduate school,Pennsylvania
56374,Male,Corporate university,Alabama
56375,Female,Junior college,Mississippi
56376,Female,High school,South Carolina
56377,Male,High school,Maryland
56378,Male,High school,Wyoming
56379,Male,Junior college,Connecticut
56380,Female,Junior college,Maryland
56381,Female,High school,Alabama
56382,Female,University-preparatory school,South Dakota
56383,Male,Corporate university,California
56384,Male,Technical college,Washington
56385,Female,Technical college,Rhode Island
56386,Female,Corporate university,Kansas
56387,Female,Middle school,Arkansas
56388,Male,Technical college,New York
56389,Female,Public university,Maine
56390,Male,Junior college,Vermont
56391,Male,Gymnasium,Iowa
56392,Female,Technical college,Delaware
56393,Male,Technical college,Arizona
56394,Male,Gymnasium,Maine
56395,Female,High school,Hawaii
56396,Female,Public university,New York
56397,Female,Public university,Kansas
56398,Male,Public university,Alaska
56399,Female,Public university,Rhode Island
56400,Female,University college,Wyoming
56401,Male,Technical college,Florida
56402,Male,Technical college,Alaska
56403,Female,Technical college,South Dakota
56404,Male,Graduate school,Arizona
56405,Female,Junior college,Idaho
56406,Male,Graduate school,Arizona
56407,Female,Middle school,Mississippi
56408,Male,High school,Montana
56409,Male,Graduate school,Indiana
56410,Male,Gymnasium,North Carolina
56411,Male,University college,Rhode Island
56412,Female,Technical college,Alaska
56413,Male,High school,Hawaii
56414,Male,Corporate university,Michigan
56415,Female,Junior college,California
56416,Female,Middle school,West Virginia
56417,Male,Graduate school,Louisiana
56418,Male,Graduate school,Ohio
56419,Female,Gymnasium,Kentucky
56420,Male,High school,Vermont
56421,Male,Public university,Tennessee
56422,Female,High school,New Mexico
56423,Male,Middle school,West Virginia
56424,Male,Corporate university,Rhode Island
56425,Female,University college,New Mexico
56426,Male,Technical college,Mississippi
56427,Male,Gymnasium,Nevada
56428,Female,Corporate university,North Dakota
56429,Female,Middle school,Pennsylvania
56430,Male,Corporate university,Oklahoma
56431,Male,University college,Minnesota
56432,Male,Middle school,New Mexico
56433,Male,Public university,New Mexico
56434,Male,Corporate university,Washington
56435,Male,University college,Rhode Island
56436,Female,University college,Florida
56437,Male,University-preparatory school,Virginia
56438,Female,Middle school,Georgia
56439,Male,Corporate university,New Jersey
56440,Female,University college,Missouri
56441,Female,Corporate university,California
56442,Male,Junior college,Georgia
56443,Female,High school,Oregon
56444,Female,Junior college,Wisconsin
56445,Male,University college,Oklahoma
56446,Male,Graduate school,Michigan
56447,Male,University college,Iowa
56448,Male,Technical college,Georgia
56449,Female,Middle school,New York
56450,Male,Junior college,Iowa
56451,Male,Technical college,Nebraska
56452,Female,Junior college,West Virginia
56453,Female,Public university,Kentucky
56454,Male,High school,Tennessee
56455,Male,Technical college,Alaska
56456,Female,Public university,Oklahoma
56457,Female,Gymnasium,Louisiana
56458,Male,Junior college,West Virginia
56459,Female,Graduate school,Tennessee
56460,Female,Junior college,California
56461,Male,Junior college,Idaho
56462,Male,High school,North Carolina
56463,Female,Gymnasium,South Dakota
56464,Female,Junior college,Texas
56465,Female,Gymnasium,Oklahoma
56466,Male,Graduate school,New Mexico
56467,Male,Graduate school,North Dakota
56468,Female,Graduate school,Washington
56469,Male,University college,Rhode Island
56470,Female,Middle school,South Carolina
56471,Female,Corporate university,Arkansas
56472,Male,Graduate school,California
56473,Male,High school,West Virginia
56474,Male,High school,Idaho
56475,Male,Middle school,Nevada
56476,Female,University college,Oklahoma
56477,Male,Public university,California
56478,Female,Technical college,Maryland
56479,Male,Public university,Connecticut
56480,Male,Middle school,Utah
56481,Female,Graduate school,Indiana
56482,Male,University-preparatory school,Kansas
56483,Female,Corporate university,West Virginia
56484,Male,Public university,Wyoming
56485,Female,Public university,Kansas
56486,Female,Technical college,Utah
56487,Female,Technical college,Iowa
56488,Male,University-preparatory school,Louisiana
56489,Female,Technical college,Michigan
56490,Male,University-preparatory school,Vermont
56491,Female,Graduate school,Colorado
56492,Male,University college,Minnesota
56493,Female,Public university,Virginia
56494,Male,University college,Indiana
56495,Male,Corporate university,South Carolina
56496,Male,High school,Pennsylvania
56497,Female,Public university,Florida
56498,Female,High school,Georgia
56499,Female,Corporate university,Georgia
56500,Female,Technical college,West Virginia
56501,Female,Junior college,Nebraska
56502,Male,Middle school,Idaho
56503,Female,University college,New Jersey
56504,Male,University college,Delaware
56505,Male,University college,Louisiana
56506,Male,Graduate school,Alabama
56507,Male,Graduate school,Kansas
56508,Female,Corporate university,Rhode Island
56509,Male,University-preparatory school,Ohio
56510,Female,Junior college,Vermont
56511,Female,High school,Colorado
56512,Male,Corporate university,Rhode Island
56513,Female,Gymnasium,Ohio
56514,Female,Junior college,North Dakota
56515,Male,University-preparatory school,Massachussets
56516,Female,University college,Wyoming
56517,Female,Junior college,Ohio
56518,Male,Middle school,New Jersey
56519,Female,Gymnasium,Oklahoma
56520,Female,Public university,New Jersey
56521,Female,Junior college,New Hampshire
56522,Male,High school,Rhode Island
56523,Female,Technical college,Michigan
56524,Female,High school,West Virginia
56525,Female,Graduate school,Indiana
56526,Female,Corporate university,Minnesota
56527,Female,Gymnasium,Arizona
56528,Female,Public university,Missouri
56529,Female,University college,Colorado
56530,Female,Graduate school,Florida
56531,Female,University-preparatory school,Texas
56532,Female,Gymnasium,Nevada
56533,Male,University-preparatory school,Florida
56534,Male,Corporate university,Missouri
56535,Female,University-preparatory school,Michigan
56536,Male,Gymnasium,New Mexico
56537,Male,Corporate university,South Carolina
56538,Male,Junior college,Michigan
56539,Female,Public university,Alabama
56540,Male,Middle school,Oregon
56541,Male,High school,Alaska
56542,Female,Junior college,Alabama
56543,Female,Junior college,Maryland
56544,Female,Technical college,Delaware
56545,Male,Corporate university,Washington
56546,Female,University college,Michigan
56547,Male,University-preparatory school,North Carolina
56548,Female,Gymnasium,Alaska
56549,Male,High school,Georgia
56550,Male,Middle school,New Hampshire
56551,Male,University-preparatory school,Massachussets
56552,Female,Public university,New Hampshire
56553,Female,Gymnasium,Pennsylvania
56554,Female,Graduate school,California
56555,Female,Graduate school,Hawaii
56556,Female,Gymnasium,Texas
56557,Male,Public university,Missouri
56558,Male,Middle school,Vermont
56559,Male,High school,Illinois
56560,Male,Technical college,Florida
56561,Male,Public university,Michigan
56562,Male,University-preparatory school,Montana
56563,Female,Middle school,Kansas
56564,Male,University-preparatory school,Colorado
56565,Male,Gymnasium,North Carolina
56566,Male,Middle school,Wyoming
56567,Male,University college,Missouri
56568,Male,University college,California
56569,Male,Gymnasium,Missouri
56570,Male,Junior college,Oklahoma
56571,Male,Gymnasium,Connecticut
56572,Female,Gymnasium,Delaware
56573,Male,University-preparatory school,Arkansas
56574,Male,Junior college,Illinois
56575,Female,Gymnasium,New Hampshire
56576,Male,Gymnasium,Utah
56577,Female,Junior college,Colorado
56578,Male,Graduate school,Virginia
56579,Female,Public university,Tennessee
56580,Female,Middle school,Delaware
56581,Male,University college,Mississippi
56582,Male,Corporate university,New Jersey
56583,Female,Middle school,New Mexico
56584,Female,Gymnasium,South Carolina
56585,Male,High school,Colorado
56586,Male,Gymnasium,Alaska
56587,Female,Public university,New York
56588,Female,Junior college,Mississippi
56589,Male,University college,Utah
56590,Male,Graduate school,New Hampshire
56591,Male,University-preparatory school,Michigan
56592,Female,Graduate school,West Virginia
56593,Female,Corporate university,Rhode Island
56594,Male,Graduate school,Maryland
56595,Male,High school,Ohio
56596,Female,University-preparatory school,Colorado
56597,Female,High school,Mississippi
56598,Female,Graduate school,New Mexico
56599,Female,Middle school,Louisiana
56600,Male,Technical college,West Virginia
56601,Female,University college,Oklahoma
56602,Male,University-preparatory school,Alabama
56603,Female,University-preparatory school,Florida
56604,Female,Gymnasium,Indiana
56605,Female,High school,Michigan
56606,Female,Junior college,Maryland
56607,Male,Corporate university,New Jersey
56608,Female,Junior college,Virginia
56609,Female,Graduate school,Maine
56610,Female,Middle school,California
56611,Male,Graduate school,New Mexico
56612,Female,Technical college,Ohio
56613,Female,Public university,South Carolina
56614,Male,Graduate school,Pennsylvania
56615,Female,Public university,Arizona
56616,Female,University college,Kentucky
56617,Female,Middle school,New Hampshire
56618,Female,Junior college,Indiana
56619,Male,Junior college,West Virginia
56620,Female,Junior college,Wyoming
56621,Male,University college,Michigan
56622,Male,Corporate university,Nebraska
56623,Female,Junior college,Wyoming
56624,Male,Technical college,Montana
56625,Male,Graduate school,Connecticut
56626,Male,High school,Kansas
56627,Male,University-preparatory school,Arizona
56628,Male,Middle school,Washington
56629,Female,Technical college,Alaska
56630,Male,Corporate university,Illinois
56631,Male,Middle school,Arizona
56632,Male,Gymnasium,Virginia
56633,Female,Graduate school,Nebraska
56634,Female,University-preparatory school,Alaska
56635,Male,Public university,Virginia
56636,Female,High school,Idaho
56637,Male,Technical college,New York
56638,Female,High school,Maryland
56639,Male,Gymnasium,Kentucky
56640,Male,Junior college,Nevada
56641,Female,Gymnasium,West Virginia
56642,Female,Corporate university,Arkansas
56643,Male,High school,Arizona
56644,Female,University college,Nevada
56645,Male,University college,Delaware
56646,Male,Technical college,New York
56647,Female,Gymnasium,Oregon
56648,Male,Technical college,Texas
56649,Male,Junior college,Hawaii
56650,Female,High school,Arizona
56651,Male,University college,Pennsylvania
56652,Female,Public university,Colorado
56653,Male,Public university,Arizona
56654,Female,Graduate school,Alaska
56655,Female,High school,Maryland
56656,Female,Technical college,Mississippi
56657,Female,Gymnasium,Kansas
56658,Female,Middle school,Kansas
56659,Female,University college,Minnesota
56660,Female,University-preparatory school,Ohio
56661,Female,Gymnasium,North Carolina
56662,Male,Graduate school,Nevada
56663,Female,Junior college,South Carolina
56664,Female,High school,South Dakota
56665,Female,Graduate school,Idaho
56666,Male,University-preparatory school,Nebraska
56667,Male,University college,North Dakota
56668,Female,University-preparatory school,Kentucky
56669,Female,High school,Rhode Island
56670,Male,University-preparatory school,Nebraska
56671,Female,Gymnasium,New Hampshire
56672,Male,University-preparatory school,Massachussets
56673,Male,High school,South Carolina
56674,Male,University-preparatory school,Rhode Island
56675,Female,Graduate school,New York
56676,Female,University-preparatory school,Delaware
56677,Female,Gymnasium,Illinois
56678,Female,Junior college,Georgia
56679,Male,University college,Kentucky
56680,Male,Graduate school,Arizona
56681,Female,Graduate school,Arizona
56682,Male,Junior college,Virginia
56683,Male,University college,North Carolina
56684,Male,Graduate school,Colorado
56685,Female,University-preparatory school,New Mexico
56686,Male,High school,South Carolina
56687,Male,Public university,Georgia
56688,Female,University college,Idaho
56689,Male,Middle school,Arkansas
56690,Male,Middle school,Colorado
56691,Male,High school,Utah
56692,Female,Middle school,Connecticut
56693,Female,Junior college,Wisconsin
56694,Female,Technical college,Florida
56695,Female,Middle school,Arizona
56696,Female,University college,Washington
56697,Female,Corporate university,Kentucky
56698,Male,Technical college,Washington
56699,Male,High school,Connecticut
56700,Female,Technical college,Virginia
56701,Male,Junior college,Minnesota
56702,Male,Public university,Oklahoma
56703,Male,Gymnasium,Iowa
56704,Female,Public university,Michigan
56705,Male,Graduate school,Rhode Island
56706,Female,University-preparatory school,Florida
56707,Female,Corporate university,Kentucky
56708,Male,Gymnasium,California
56709,Male,Public university,North Dakota
56710,Female,Junior college,Ohio
56711,Female,Corporate university,Virginia
56712,Male,Junior college,Rhode Island
56713,Female,University college,North Dakota
56714,Female,High school,Rhode Island
56715,Female,Graduate school,Ohio
56716,Male,Gymnasium,Minnesota
56717,Male,Junior college,Illinois
56718,Male,Graduate school,Alabama
56719,Female,Middle school,Delaware
56720,Female,Junior college,New Jersey
56721,Male,Public university,Illinois
56722,Male,Graduate school,Tennessee
56723,Female,High school,Arkansas
56724,Male,Public university,Michigan
56725,Male,Gymnasium,Alabama
56726,Female,University college,Oregon
56727,Female,Corporate university,Colorado
56728,Female,High school,Indiana
56729,Female,Corporate university,Utah
56730,Female,High school,Texas
